c136	1500	c156	1500	0.01
c136	1500	c137	1500	0.01
c137	1500	c157	1500	0.01
c137	1500	c138	1500	0.01
c138	1500	c158	1500	0.01
c138	1500	c139	1500	0.01
c139	1500	c159	1500	0.01
c140	1500	c160	1500	0.01
c140	1500	c141	1500	0.01
c141	1500	c161	1500	0.01
c141	1500	c142	1500	0.01
c142	1500	c162	1500	0.01
c142	1500	c143	1500	0.01
c143	1500	c163	1500	0.01
c143	1500	c144	1500	0.01
c144	1500	c164	1500	0.01
c144	1500	c145	1500	0.01
c145	1500	c165	1500	0.01
c145	1500	c146	1500	0.01
c146	1500	c166	1500	0.01
c146	1500	c147	1500	0.01
c147	1500	c167	1500	0.01
c147	1500	c148	1500	0.01
c148	1500	c168	1500	0.01
c148	1500	c149	1500	0.01
c149	1500	c169	1500	0.01
c149	1500	c150	1500	0.01
c150	1500	c170	1500	0.01
c150	1500	c151	1500	0.01
c151	1500	c171	1500	0.01
c151	1500	c152	1500	0.01
c152	1500	c172	1500	0.01
c152	1500	c153	1500	0.01
c153	1500	c173	1500	0.01
c153	1500	c154	1500	0.01
c154	1500	c174	1500	0.01
c154	1500	c155	1500	0.01
c155	1500	c175	1500	0.01
c155	1500	c156	1500	0.01
c156	1500	c176	1500	0.01
c156	1500	c157	1500	0.01
c157	1500	c177	1500	0.01
c157	1500	c158	1500	0.01
c158	1500	c178	1500	0.01
c158	1500	c159	1500	0.01
c159	1500	c179	1500	0.01
c160	1500	c180	1500	0.01
c160	1500	c161	1500	0.01
c161	1500	c181	1500	0.01
c161	1500	c162	1500	0.01
c162	1500	c182	1500	0.01
c162	1500	c163	1500	0.01
c163	1500	c183	1500	0.01
c163	1500	c164	1500	0.01
c164	1500	c184	1500	0.01
c164	1500	c165	1500	0.01
c165	1500	c185	1500	0.01
c165	1500	c166	1500	0.01
c166	1500	c186	1500	0.01
c166	1500	c167	1500	0.01
c167	1500	c187	1500	0.01
c167	1500	c168	1500	0.01
c168	1500	c188	1500	0.01
c168	1500	c169	1500	0.01
c169	1500	c189	1500	0.01
c169	1500	c170	1500	0.01
c170	1500	c190	1500	0.01
c170	1500	c171	1500	0.01
c171	1500	c191	1500	0.01
c171	1500	c172	1500	0.01
c172	1500	c192	1500	0.01
c172	1500	c173	1500	0.01
c173	1500	c193	1500	0.01
c173	1500	c174	1500	0.01
c174	1500	c194	1500	0.01
c174	1500	c175	1500	0.01
c175	1500	c195	1500	0.01
c175	1500	c176	1500	0.01
c176	1500	c196	1500	0.01
c176	1500	c177	1500	0.01
c177	1500	c197	1500	0.01
c177	1500	c178	1500	0.01
c178	1500	c198	1500	0.01
c178	1500	c179	1500	0.01
c179	1500	c199	1500	0.01
c180	1500	c200	1500	0.01
c180	1500	c181	1500	0.01
c181	1500	c201	1500	0.01
c181	1500	c182	1500	0.01
c182	1500	c202	1500	0.01
c182	1500	c183	1500	0.01
c183	1500	c203	1500	0.01
c183	1500	c184	1500	0.01
c184	1500	c204	1500	0.01
c184	1500	c185	1500	0.01
c185	1500	c205	1500	0.01
c185	1500	c186	1500	0.01
c186	1500	c206	1500	0.01
c186	1500	c187	1500	0.01
c187	1500	c207	1500	0.01
c187	1500	c188	1500	0.01
c188	1500	c208	1500	0.01
c188	1500	c189	1500	0.01
c189	1500	c209	1500	0.01
c189	1500	c190	1500	0.01
c190	1500	c210	1500	0.01
c190	1500	c191	1500	0.01
c191	1500	c211	1500	0.01
c191	1500	c192	1500	0.01
c192	1500	c212	1500	0.01
c192	1500	c193	1500	0.01
c193	1500	c213	1500	0.01
c193	1500	c194	1500	0.01
c194	1500	c214	1500	0.01
c194	1500	c195	1500	0.01
c195	1500	c215	1500	0.01
c195	1500	c196	1500	0.01
c196	1500	c216	1500	0.01
c196	1500	c197	1500	0.01
c197	1500	c217	1500	0.01
c197	1500	c198	1500	0.01
c198	1500	c218	1500	0.01
c198	1500	c199	1500	0.01
c199	1500	c219	1500	0.01
c200	1500	c220	1500	0.01
c200	1500	c201	1500	0.01
c201	1500	c221	1500	0.01
c201	1500	c202	1500	0.01
c202	1500	c222	1500	0.01
c202	1500	c203	1500	0.01
c203	1500	c223	1500	0.01
c203	1500	c204	1500	0.01
c204	1500	c224	1500	0.01
c204	1500	c205	1500	0.01
c205	1500	c225	1500	0.01
c205	1500	c206	1500	0.01
c206	1500	c226	1500	0.01
c206	1500	c207	1500	0.01
c207	1500	c227	1500	0.01
c207	1500	c208	1500	0.01
c208	1500	c228	1500	0.01
c208	1500	c209	1500	0.01
c209	1500	c229	1500	0.01
c209	1500	c210	1500	0.01
c210	1500	c230	1500	0.01
c210	1500	c211	1500	0.01
c211	1500	c231	1500	0.01
c211	1500	c212	1500	0.01
c212	1500	c232	1500	0.01
c212	1500	c213	1500	0.01
c213	1500	c233	1500	0.01
c213	1500	c214	1500	0.01
c214	1500	c234	1500	0.01
c214	1500	c215	1500	0.01
c215	1500	c235	1500	0.01
c215	1500	c216	1500	0.01
c216	1500	c236	1500	0.01
c216	1500	c217	1500	0.01
c217	1500	c237	1500	0.01
c217	1500	c218	1500	0.01
c218	1500	c238	1500	0.01
c218	1500	c219	1500	0.01
c219	1500	c239	1500	0.01
c220	1500	c240	1500	0.01
c220	1500	c221	1500	0.01
c221	1500	c241	1500	0.01
c221	1500	c222	1500	0.01
c222	1500	c242	1500	0.01
c222	1500	c223	1500	0.01
c223	1500	c243	1500	0.01
c223	1500	c224	1500	0.01
c224	1500	c244	1500	0.01
c224	1500	c225	1500	0.01
c225	1500	c245	1500	0.01
c225	1500	c226	1500	0.01
c226	1500	c246	1500	0.01
c226	1500	c227	1500	0.01
c227	1500	c247	1500	0.01
c227	1500	c228	1500	0.01
c228	1500	c248	1500	0.01
c228	1500	c229	1500	0.01
c229	1500	c249	1500	0.01
c229	1500	c230	1500	0.01
c230	1500	c250	1500	0.01
c230	1500	c231	1500	0.01
c231	1500	c251	1500	0.01
c231	1500	c232	1500	0.01
c232	1500	c252	1500	0.01
c232	1500	c233	1500	0.01
c233	1500	c253	1500	0.01
c233	1500	c234	1500	0.01
c234	1500	c254	1500	0.01
c234	1500	c235	1500	0.01
c235	1500	c255	1500	0.01
c235	1500	c236	1500	0.01
c236	1500	c256	1500	0.01
c236	1500	c237	1500	0.01
c237	1500	c257	1500	0.01
c237	1500	c238	1500	0.01
c238	1500	c258	1500	0.01
c238	1500	c239	1500	0.01
c239	1500	c259	1500	0.01
c240	1500	c260	1500	0.01
c240	1500	c241	1500	0.01
c241	1500	c261	1500	0.01
c241	1500	c242	1500	0.01
c242	1500	c262	1500	0.01
c242	1500	c243	1500	0.01
c243	1500	c263	1500	0.01
c243	1500	c244	1500	0.01
c244	1500	c264	1500	0.01
c244	1500	c245	1500	0.01
c245	1500	c265	1500	0.01
c245	1500	c246	1500	0.01
c246	1500	c266	1500	0.01
c246	1500	c247	1500	0.01
c247	1500	c267	1500	0.01
c247	1500	c248	1500	0.01
c248	1500	c268	1500	0.01
c248	1500	c249	1500	0.01
c249	1500	c269	1500	0.01
c249	1500	c250	1500	0.01
c250	1500	c270	1500	0.01
c250	1500	c251	1500	0.01
c251	1500	c271	1500	0.01
c251	1500	c252	1500	0.01
c252	1500	c272	1500	0.01
c252	1500	c253	1500	0.01
c253	1500	c273	1500	0.01
c253	1500	c254	1500	0.01
c254	1500	c274	1500	0.01
c254	1500	c255	1500	0.01
c255	1500	c275	1500	0.01
c255	1500	c256	1500	0.01
c256	1500	c276	1500	0.01
c256	1500	c257	1500	0.01
c257	1500	c277	1500	0.01
c257	1500	c258	1500	0.01
c258	1500	c278	1500	0.01
c258	1500	c259	1500	0.01
c259	1500	c279	1500	0.01
c260	1500	c280	1500	0.01
c260	1500	c261	1500	0.01
c261	1500	c281	1500	0.01
c261	1500	c262	1500	0.01
c262	1500	c282	1500	0.01
c262	1500	c263	1500	0.01
c263	1500	c283	1500	0.01
c263	1500	c264	1500	0.01
c264	1500	c284	1500	0.01
c264	1500	c265	1500	0.01
c265	1500	c285	1500	0.01
c265	1500	c266	1500	0.01
c266	1500	c286	1500	0.01
c266	1500	c267	1500	0.01
c267	1500	c287	1500	0.01
c267	1500	c268	1500	0.01
c268	1500	c288	1500	0.01
c268	1500	c269	1500	0.01
c269	1500	c289	1500	0.01
c269	1500	c270	1500	0.01
c270	1500	c290	1500	0.01
c270	1500	c271	1500	0.01
c271	1500	c291	1500	0.01
c271	1500	c272	1500	0.01
c272	1500	c292	1500	0.01
c272	1500	c273	1500	0.01
c273	1500	c293	1500	0.01
c273	1500	c274	1500	0.01
c274	1500	c294	1500	0.01
c274	1500	c275	1500	0.01
c275	1500	c295	1500	0.01
c275	1500	c276	1500	0.01
c276	1500	c296	1500	0.01
c276	1500	c277	1500	0.01
c277	1500	c297	1500	0.01
c277	1500	c278	1500	0.01
c278	1500	c298	1500	0.01
c278	1500	c279	1500	0.01
c279	1500	c299	1500	0.01
c280	1500	c300	1500	0.01
c280	1500	c281	1500	0.01
c281	1500	c301	1500	0.01
c281	1500	c282	1500	0.01
c282	1500	c302	1500	0.01
c282	1500	c283	1500	0.01
c283	1500	c303	1500	0.01
c283	1500	c284	1500	0.01
c284	1500	c304	1500	0.01
c284	1500	c285	1500	0.01
c285	1500	c305	1500	0.01
c285	1500	c286	1500	0.01
c286	1500	c306	1500	0.01
c286	1500	c287	1500	0.01
c287	1500	c307	1500	0.01
c287	1500	c288	1500	0.01
c288	1500	c308	1500	0.01
c288	1500	c289	1500	0.01
c289	1500	c309	1500	0.01
c289	1500	c290	1500	0.01
c290	1500	c310	1500	0.01
c290	1500	c291	1500	0.01
c291	1500	c311	1500	0.01
c291	1500	c292	1500	0.01
c292	1500	c312	1500	0.01
c292	1500	c293	1500	0.01
c293	1500	c313	1500	0.01
c293	1500	c294	1500	0.01
c294	1500	c314	1500	0.01
c294	1500	c295	1500	0.01
c295	1500	c315	1500	0.01
c295	1500	c296	1500	0.01
c296	1500	c316	1500	0.01
c296	1500	c297	1500	0.01
c297	1500	c317	1500	0.01
c297	1500	c298	1500	0.01
c298	1500	c318	1500	0.01
c298	1500	c299	1500	0.01
c299	1500	c319	1500	0.01
c300	1500	c320	1500	0.01
c300	1500	c301	1500	0.01
c301	1500	c321	1500	0.01
c301	1500	c302	1500	0.01
c302	1500	c322	1500	0.01
c302	1500	c303	1500	0.01
c303	1500	c323	1500	0.01
c303	1500	c304	1500	0.01
c304	1500	c324	1500	0.01
c304	1500	c305	1500	0.01
c305	1500	c325	1500	0.01
c305	1500	c306	1500	0.01
c306	1500	c326	1500	0.01
c306	1500	c307	1500	0.01
c307	1500	c327	1500	0.01
c307	1500	c308	1500	0.01
c308	1500	c328	1500	0.01
c308	1500	c309	1500	0.01
c309	1500	c329	1500	0.01
c309	1500	c310	1500	0.01
c310	1500	c330	1500	0.01
c310	1500	c311	1500	0.01
c311	1500	c331	1500	0.01
c311	1500	c312	1500	0.01
c312	1500	c332	1500	0.01
c312	1500	c313	1500	0.01
c313	1500	c333	1500	0.01
c313	1500	c314	1500	0.01
c314	1500	c334	1500	0.01
c314	1500	c315	1500	0.01
c315	1500	c335	1500	0.01
c315	1500	c316	1500	0.01
c316	1500	c336	1500	0.01
c316	1500	c317	1500	0.01
c317	1500	c337	1500	0.01
c317	1500	c318	1500	0.01
c318	1500	c338	1500	0.01
c318	1500	c319	1500	0.01
c319	1500	c339	1500	0.01
c320	1500	c340	1500	0.01
c320	1500	c321	1500	0.01
c321	1500	c341	1500	0.01
c321	1500	c322	1500	0.01
c322	1500	c342	1500	0.01
c322	1500	c323	1500	0.01
c323	1500	c343	1500	0.01
c323	1500	c324	1500	0.01
c324	1500	c344	1500	0.01
c324	1500	c325	1500	0.01
c325	1500	c345	1500	0.01
c325	1500	c326	1500	0.01
c326	1500	c346	1500	0.01
c326	1500	c327	1500	0.01
c327	1500	c347	1500	0.01
c327	1500	c328	1500	0.01
c328	1500	c348	1500	0.01
c328	1500	c329	1500	0.01
c329	1500	c349	1500	0.01
c329	1500	c330	1500	0.01
c330	1500	c350	1500	0.01
c330	1500	c331	1500	0.01
c331	1500	c351	1500	0.01
c331	1500	c332	1500	0.01
c332	1500	c352	1500	0.01
c332	1500	c333	1500	0.01
c333	1500	c353	1500	0.01
c333	1500	c334	1500	0.01
c334	1500	c354	1500	0.01
c334	1500	c335	1500	0.01
c335	1500	c355	1500	0.01
c335	1500	c336	1500	0.01
c336	1500	c356	1500	0.01
c336	1500	c337	1500	0.01
c337	1500	c357	1500	0.01
c337	1500	c338	1500	0.01
c338	1500	c358	1500	0.01
c338	1500	c339	1500	0.01
c339	1500	c359	1500	0.01
c340	1500	c360	1500	0.01
c340	1500	c341	1500	0.01
c341	1500	c361	1500	0.01
c341	1500	c342	1500	0.01
c342	1500	c362	1500	0.01
c342	1500	c343	1500	0.01
c343	1500	c363	1500	0.01
c343	1500	c344	1500	0.01
c344	1500	c364	1500	0.01
c344	1500	c345	1500	0.01
c345	1500	c365	1500	0.01
c345	1500	c346	1500	0.01
c346	1500	c366	1500	0.01
c346	1500	c347	1500	0.01
c347	1500	c367	1500	0.01
c347	1500	c348	1500	0.01
c348	1500	c368	1500	0.01
c348	1500	c349	1500	0.01
c349	1500	c369	1500	0.01
c349	1500	c350	1500	0.01
c350	1500	c370	1500	0.01
c350	1500	c351	1500	0.01
c351	1500	c371	1500	0.01
c351	1500	c352	1500	0.01
c352	1500	c372	1500	0.01
c352	1500	c353	1500	0.01
c353	1500	c373	1500	0.01
c353	1500	c354	1500	0.01
c354	1500	c374	1500	0.01
c354	1500	c355	1500	0.01
c355	1500	c375	1500	0.01
c355	1500	c356	1500	0.01
c356	1500	c376	1500	0.01
c356	1500	c357	1500	0.01
c357	1500	c377	1500	0.01
c357	1500	c358	1500	0.01
c358	1500	c378	1500	0.01
c358	1500	c359	1500	0.01
c359	1500	c379	1500	0.01
c360	1500	c380	1500	0.01
c360	1500	c361	1500	0.01
c361	1500	c381	1500	0.01
c361	1500	c362	1500	0.01
c362	1500	c382	1500	0.01
c362	1500	c363	1500	0.01
c363	1500	c383	1500	0.01
c363	1500	c364	1500	0.01
c364	1500	c384	1500	0.01
c364	1500	c365	1500	0.01
c365	1500	c385	1500	0.01
c365	1500	c366	1500	0.01
c366	1500	c386	1500	0.01
c366	1500	c367	1500	0.01
c367	1500	c387	1500	0.01
c367	1500	c368	1500	0.01
c368	1500	c388	1500	0.01
c368	1500	c369	1500	0.01
c369	1500	c389	1500	0.01
c369	1500	c370	1500	0.01
c370	1500	c390	1500	0.01
c370	1500	c371	1500	0.01
c371	1500	c391	1500	0.01
c371	1500	c372	1500	0.01
c372	1500	c392	1500	0.01
c372	1500	c373	1500	0.01
c373	1500	c393	1500	0.01
c373	1500	c374	1500	0.01
c374	1500	c394	1500	0.01
c374	1500	c375	1500	0.01
c375	1500	c395	1500	0.01
c375	1500	c376	1500	0.01
c376	1500	c396	1500	0.01
c376	1500	c377	1500	0.01
c377	1500	c397	1500	0.01
c377	1500	c378	1500	0.01
c378	1500	c398	1500	0.01
c378	1500	c379	1500	0.01
c379	1500	c399	1500	0.01
c380	1500	c381	1500	0.01
c381	1500	c382	1500	0.01
c382	1500	c383	1500	0.01
c383	1500	c384	1500	0.01
c384	1500	c385	1500	0.01
c385	1500	c386	1500	0.01
c386	1500	c387	1500	0.01
c387	1500	c388	1500	0.01
c388	1500	c389	1500	0.01
c389	1500	c390	1500	0.01
c390	1500	c391	1500	0.01
c391	1500	c392	1500	0.01
c392	1500	c393	1500	0.01
c393	1500	c394	1500	0.01
c394	1500	c395	1500	0.01
c395	1500	c396	1500	0.01
c396	1500	c397	1500	0.01
c397	1500	c398	1500	0.01
c398	1500	c399	1500	0.01
